Name,Platform,Year,Genre,Publisher
Top Spin 4,X360,2011,Sports,Take-Two Interactive
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo
Horsez,DS,2006,Simulation,Ubisoft
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision
Dr. Mario 64,N64,2001,Puzzle,Nintendo
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft
Cabela's Legendary Adventures,PS2,2008,Sports,Activision
Style Lab: Makeover,DS,2009,Simulation,Ubisoft
Monster Jam: Urban Assault,Wii,2008,Racing,Activision
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft
Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007,Adventure,Nintendo
NBA 2K11,PSP,2010,Action,Take-Two Interactive
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo
Hyrule Warriors,3DS,2016,Action,Nintendo
Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,Ubisoft
Quake II,PS,1998,Shooter,Activision
BioShock,PC,2007,Shooter,Take-Two Interactive
Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft
Grudge Warriors,PS,1999,Action,Take-Two Interactive
Destiny: The Taken King,PS3,2015,Shooter,Activision
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009,Shooter,Activision
X-Men: The Official Game,PS2,2006,Action,Activision
Six Flags Fun Park,Wii,2009,Misc,Ubisoft
Spider-Man: Web of Shadows,X360,2008,Action,Activision
Ogre Battle 64: Person of Lordly Caliber,N64,1999,Role-Playing,Nintendo
Transformers: Fall of Cybertron,PS3,2012,Action,Activision
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision
Band Hero,PS2,2009,Misc,Activision
The Wonderful 101,WiiU,2013,Action,Nintendo
Marvel: Ultimate Alliance,Wii,2006,Role-Playing,Activision
NBA 2K11,PS2,2010,Action,Take-Two Interactive
NBA 2K9,PS2,2008,Sports,Take-Two Interactive
Just Dance Kids 2,X360,2011,Misc,Ubisoft
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive
Marvel: Ultimate Alliance 2,PS2,2009,Role-Playing,Activision
Mario no Super Picross,SNES,1995,Puzzle,Nintendo
Disney's Tarzan Untamed,PS2,2001,Platform,Ubisoft
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive
The Gunstringer,X360,2011,Shooter,Microsoft Game Studios
Avatar: The Game,DS,2009,Action,Ubisoft
Minority Report: Everybody Runs,PS2,2002,Action,Activision
Story of Seasons,3DS,2014,Simulation,Nintendo
Beowulf: The Game,X360,2007,Action,Ubisoft
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007,Action,Activision
NBA 2K10,PS2,2009,Sports,Take-Two Interactive
WipeOut 3 The Game,Wii,2012,Action,Activision
Advance Wars: Dual Strike,DS,2005,Strategy,Nintendo
Battalion Wars,GC,2005,Strategy,Nintendo
Rocksmith 2014,XOne,2014,Misc,Ubisoft
TMNT,Wii,2007,Action,Ubisoft
RR64: Ridge Racer 64,N64,1999,Racing,Nintendo
Hot Wheels: Beat That!,PS2,2007,Racing,Activision
Mafia II,PC,2010,Action,Take-Two Interactive
Mother 3,GBA,2006,Role-Playing,Nintendo
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision
Wii Sports Club,WiiU,2014,Sports,Nintendo
Star Wars: Clone Wars,GC,2002,Shooter,Activision
Call of Duty: Finest Hour,GC,2004,Shooter,Activision
Just Dance 2014,PS3,2013,Misc,Ubisoft
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive
Ultimate Spider-Man,XB,2005,Action,Activision
Skylanders: SuperChargers,PS3,2015,Action,Activision
NBA 2K10,Wii,2009,Sports,Take-Two Interactive
Monster Jam: Urban Assault,DS,2008,Racing,Activision
Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo
Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft
The Darkness II,X360,2012,Shooter,Take-Two Interactive
Laser Blast,2600,1981,Action,Activision
Dancing with the Stars: We Dance!,DS,2008,Misc,Activision
Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive
Donkey Konga 2,GC,2004,Misc,Nintendo
Just Dance 2014,PS4,2013,Misc,Ubisoft
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo
Yoshi Touch & Go,DS,2005,Platform,Nintendo
Combat of Giants: Dinosaurs 3D,3DS,2011,Strategy,Ubisoft
Age of Empires III,PC,2005,Strategy,Microsoft Game Studios
Custom Robo V2,N64,2000,Fighting,Nintendo
Chibi-Robo! Plug into Adventure!,GC,2005,Adventure,Nintendo
Dawn of Discovery,PC,2009,Simulation,Ubisoft
Dancing with the Stars: We Dance!,Wii,2008,Misc,Activision
Kengo: Master of Bushido,PS2,2000,Fighting,Ubisoft
Skylanders Giants,WiiU,2012,Action,Activision
Just Dance 4,WiiU,2012,Misc,Ubisoft
Cabela's Dangerous Hunts 2,PS2,2005,Sports,Activision
Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision
Imagine: Party Babyz,Wii,2008,Simulation,Ubisoft
Chessmaster,PS2,2003,Misc,Ubisoft
The Dog Island,Wii,2007,Adventure,Ubisoft
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005,Shooter,Ubisoft
Ice Age: Dawn of the Dinosaurs,DS,2009,Action,Activision
Jam Sessions: Sing and Play Guitar (US sales),DS,2007,Misc,Ubisoft
Super Soccer,SNES,1991,Sports,Nintendo
Wario Land II (GBC),GB,1998,Platform,Nintendo
Imagine: Salon Stylist,DS,2009,Simulation,Ubisoft
Destiny: The Taken King,X360,2015,Shooter,Activision
Ice Age,GBA,2002,Action,Ubisoft
Raving Rabbids: Travel in Time 3D,3DS,2011,Platform,Ubisoft
Forza Horizon 3,XOne,2016,Racing,Microsoft Game Studios
Elite Beat Agents,DS,2006,Misc,Nintendo
NBA 2K7,PS3,2006,Sports,Take-Two Interactive
Dora The Explorer: Dora Saves the Snow Princess,PS2,2008,Platform,Take-Two Interactive
Cabela's Big Game Hunter 2012,Wii,2011,Sports,Activision
Guitar Hero On Tour: Modern Hits,DS,2009,Misc,Activision
Pokemon Channel,GC,2003,Adventure,Nintendo
Just Dance 2015,PS4,2014,Misc,Ubisoft
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision
ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision
Petz Rescue: Wildlife Vet,DS,2008,Simulation,Ubisoft
Monster Jam: Path of Destruction,DS,2010,Racing,Activision
Quake 4,X360,2005,Shooter,Activision
Petz Rescue: Ocean Patrol,DS,2008,Adventure,Ubisoft
Puppy Palace,DS,2008,Simulation,Ubisoft
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft
Ultimate Spider-Man,GC,2005,Action,Activision
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios
NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios
The BIGS,Wii,2007,Sports,Take-Two Interactive
Petz: Catz 2,PS2,2006,Simulation,Ubisoft
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft
Hell's Kitchen: The Game,DS,2008,Simulation,Ubisoft
Cabela's Deer Hunt 2005 Season,PS2,2004,Sports,Activision
Prince of Persia: The Forgotten Sands,PSP,2010,Action,Ubisoft
Spider-Man: Friend or Foe,PS2,2007,Action,Activision
Custom Robo,GC,2004,Role-Playing,Nintendo
Pac-Man World 2,GC,2002,Action,Nintendo
Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision
Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo
Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive
Transformers: Dark of the Moon,PS3,2011,Action,Activision
Skylanders SWAP Force,PS4,2013,Platform,Activision
Dreamworks Madagascar Kartz,DS,2009,Racing,Activision
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision
MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo
Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft
NHL 2K10,Wii,2009,Sports,Take-Two Interactive
Assassin's Creed III,WiiU,2012,Action,Ubisoft
Kirby's Dream Land 3,SNES,1997,Platform,Nintendo
NBA 2K6,XB,2005,Action,Take-Two Interactive
Tetrisphere,N64,1997,Puzzle,Nintendo
World's Scariest Police Chases,PS,2001,Racing,Activision
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision
NBA 2K12,Wii,2011,Sports,Take-Two Interactive
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft
Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios
Just Dance 2016,X360,2015,Misc,Ubisoft
James Bond 007: Legends,PS3,2012,Shooter,Activision
Disney's The Haunted Mansion,PS2,2003,Platform,Take-Two Interactive
NHL 2K10,PS2,2009,Sports,Take-Two Interactive
Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive
CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,Ubisoft
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo
Picross 2,GB,1996,Puzzle,Nintendo
Battalion Wars 2,Wii,2007,Strategy,Nintendo
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft
Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo
Star Fox: Zero,WiiU,2016,Shooter,Nintendo
Stunt Race FX,SNES,1993,Racing,Nintendo
Angry Birds Star Wars,Wii,2013,Strategy,Activision
Racquet Sports,PS3,2010,Sports,Ubisoft
Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios
College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive
Guitar Hero: Metallica,PS2,2009,Misc,Activision
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft
EverGrace,PS2,2000,Role-Playing,Ubisoft
Over the Hedge,GC,2006,Platform,Activision
Just Dance 2016,PS4,2015,Misc,Ubisoft
Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft
Etrian Odyssey,DS,2007,Role-Playing,Nintendo
Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo
Skylanders: Trap Team,XOne,2014,Action,Activision
Tenchu Z,X360,2006,Action,Microsoft Game Studios
Freeway,2600,1980,Action,Activision
Frostbite,2600,1983,Action,Activision
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios
The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft
Bee Movie Game,Wii,2007,Action,Activision
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft
Rayman Legends,XOne,2014,Platform,Ubisoft
Angry Birds Star Wars,3DS,2013,Strategy,Activision
Imagine: Movie Star,DS,2008,Simulation,Ubisoft
Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios
Ninja Blade,X360,2009,Action,Microsoft Game Studios
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft
Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,Activision
Pandora's Tower,Wii,2011,Role-Playing,Nintendo
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft
Wipeout 2,Wii,2011,Misc,Activision
The Darkness II,PS3,2012,Shooter,Take-Two Interactive
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision
Planet Puzzle League,DS,2007,Puzzle,Nintendo
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft
Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision
Shrek SuperSlam,GBA,2005,Action,Activision
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo
Custom Robo,N64,0,Role-Playing,Nintendo
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft
Angry Birds Star Wars,PS3,2013,Strategy,Activision
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive
Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive
NBA 2K10,PSP,2009,Sports,Take-Two Interactive
Prey,X360,2006,Shooter,Take-Two Interactive
Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive
Tony Hawk's American Wasteland,X360,2005,Sports,Activision
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft
The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive
TrackMania Turbo,PS4,2016,Action,Ubisoft
Darkwatch,PS2,2005,Shooter,Ubisoft
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft
Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft
Kirby's Block Ball,GB,1995,Puzzle,Nintendo
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft
Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision
Dragster,2600,0,Racing,Activision
Manhunt 2,PSP,2007,Action,Take-Two Interactive
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios
Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision
Shrek the Third,PSP,2007,Action,Activision
DJ Hero,PS2,2009,Misc,Activision
Just Dance 2016,XOne,2015,Misc,Ubisoft
Shenmue II,XB,2002,Adventure,Microsoft Game Studios
Fable III,PC,2011,Role-Playing,Microsoft Game Studios
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft
Mario Golf,GB,1999,Action,Nintendo
NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios
Barbie as The Island Princess,DS,2007,Adventure,Activision
Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft
Shrek: Forever After,DS,2010,Platform,Activision
KISS Pinball,PS,2001,Action,Take-Two Interactive
Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft
Vigilante 8,N64,1998,Racing,Activision
Bass Hunter 64,N64,1999,Sports,Take-Two Interactive
Doubutsu no Mori,N64,2001,Simulation,Nintendo
Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision
Star Wars Jedi Knight II: Jedi Outcast,XB,0,Shooter,Activision
Mega Man Battle Network 2,GBA,2002,Action,Ubisoft
Madagascar,DS,2005,Platform,Activision
Shaun White Snowboarding,PS2,2008,Sports,Ubisoft
Rapala Pro Bass Fishing 2010,Wii,2010,Sports,Activision
Math Play,DS,2006,Puzzle,Ubisoft
Blade II,PS2,2002,Action,Activision
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft
Skylanders SWAP Force,XOne,2013,Platform,Activision
A Collection of Classic Games from the Intellivision,PS,1999,Misc,Activision
Monsters vs. Aliens,PS3,2009,Action,Activision
KuruKuru Kururin,GBA,2001,Puzzle,Nintendo
Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision
Imagine: Family Doctor,DS,2009,Simulation,Ubisoft
Ultimate Spider-Man,GBA,2005,Action,Activision
Midtown Madness 3,XB,2003,Racing,Microsoft Game Studios
Gameboy Gallery,GB,1995,Misc,Nintendo
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo
Shrek the Third,DS,0,Action,Activision
NES Remix,WiiU,2014,Action,Nintendo
PowerUp Heroes,X360,2011,Fighting,Ubisoft
NASCAR 2011: The Game,X360,2011,Racing,Activision
Shrek: Forever After,Wii,2010,Platform,Activision
Rhythm Tengoku,GBA,2006,Misc,Nintendo
Spider-Man 3,PSP,2007,Platform,Activision
Squinkies,DS,2011,Misc,Activision
Tom Clancy's Splinter Cell 3D,3DS,2011,Action,Ubisoft
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo
Glory of Heracles,DS,2008,Role-Playing,Nintendo
Monster Truck Madness 64,N64,1999,Racing,Take-Two Interactive
Quake II,N64,1999,Shooter,Activision
Skylanders: SuperChargers,PS4,2015,Action,Activision
Rayman 2: Revolution,PS2,2000,Platform,Ubisoft
N3: Ninety-Nine Nights,X360,2006,Action,Microsoft Game Studios
Eternal Ring,PS2,2000,Role-Playing,Ubisoft
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft
Rabbids: Alive & Kicking,X360,2011,Misc,Ubisoft
Spider-Man: Friend or Foe,X360,2007,Action,Activision
Call of Duty: Modern Warfare 3: Defiance,DS,2011,Shooter,Activision
Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft
James Bond 007: Legends,X360,2012,Shooter,Activision
Dreamworks Madagascar Kartz,PS3,2009,Racing,Activision
Guitar Hero: Van Halen,X360,2009,Misc,Activision
Shark Tale,GC,2004,Action,Activision
Trace Memory,DS,2005,Adventure,Nintendo
Just Dance Kids 2,Wii,2011,Misc,Ubisoft
Imagine: Makeup Artist,DS,2020,Simulation,Ubisoft
Grandia II,PS2,2002,Role-Playing,Ubisoft
The BIGS 2,Wii,2009,Sports,Take-Two Interactive
X-Men Legends II: Rise of Apocalypse,PSP,2005,Role-Playing,Activision
Assassin's Creed IV: Black Flag,WiiU,2013,Action,Ubisoft
The Amazing Spider-Man 2 (2014),PS3,2014,Action,Activision
Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft
Punch-Out!!,Wii,2007,Sports,Nintendo
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive
Guitar Hero: Van Halen,Wii,2009,Misc,Activision
Dolphin,2600,1983,Action,Activision
Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft
The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft
Angry Birds Star Wars,X360,2013,Strategy,Activision
CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft
Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive
The New Tetris,N64,1999,Puzzle,Nintendo
Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo
Fable: The Journey,X360,2012,Role-Playing,Microsoft Game Studios
Just Dance Wii 2,Wii,2012,Misc,Nintendo
Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft
Transformers: Dark of the Moon,X360,2011,Action,Activision
Shrek the Third,Wii,2007,Action,Activision
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive
Surf's Up,PS2,2007,Sports,Ubisoft
Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft
Wappy Dog,DS,2011,Simulation,Activision
World of Warcraft: Legion,PC,2016,Role-Playing,Activision
Family Guy: Back to the Multiverse,PS3,2012,Action,Activision
Links 2004,XB,2003,Sports,Microsoft Game Studios
Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo
Kung Zhu,DS,2010,Action,Activision
Tales of Phantasia,GBA,2003,Role-Playing,Nintendo
Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision
Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft
Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision
Tigger's Honey Hunt,PS,2000,Platform,Ubisoft
The Warriors,XB,2005,Action,Take-Two Interactive
NHL 2K11,Wii,2010,Sports,Take-Two Interactive
Street Hoops,XB,2002,Sports,Activision
X-Men: Reign of Apocalypse,GBA,2001,Action,Activision
Tony Hawk: Shred,PS3,2010,Sports,Activision
Fantastic 4: Flame On,GBA,2005,Action,Activision
Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft
Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo
Kung Fu Chaos,XB,2003,Fighting,Microsoft Game Studios
Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe
Mega Man II,GB,1991,Platform,Nintendo
Surf's Up,DS,2007,Sports,Ubisoft
Guitar Hero Live,PS3,2015,Misc,Activision
Sing Party,WiiU,2012,Misc,Nintendo
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision
Disney's Treasure Planet,GBA,2002,Action,Ubisoft
Just Dance 2015,PS3,2014,Misc,Ubisoft
Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision
Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision
Over the Hedge,DS,2006,Platform,Activision
iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision
The Warriors,PSP,2007,Action,Take-Two Interactive
Civilization II,PS,1998,Strategy,Activision
Guitar Hero: Van Halen,PS3,2009,Misc,Activision
Madagascar,XB,2005,Platform,Activision
Transformers: Cybertron Adventures,Wii,2010,Action,Activision
Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision
Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo
My Japanese Coach,DS,2008,Misc,Ubisoft
Puppeteer,PS3,2013,Platform,Sony Computer Entertainment Europe
True Crime: New York City,XB,2005,Action,Activision
Myst III: Exile,PS2,2002,Adventure,Ubisoft
NBA 2K12,PSP,2011,Sports,Take-Two Interactive
R.U.S.E.,PC,2010,Strategy,Ubisoft
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo
ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo
Deadpool,PS4,2015,Action,Activision
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo
Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive
Tao Feng: Fist of the Lotus,XB,2003,Fighting,Microsoft Game Studios
Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision
R.U.S.E.,X360,2010,Strategy,Ubisoft
Beamrider,2600,1984,Racing,Activision
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo
Rocky: Legends,PS2,2004,Action,Ubisoft
MotionSports: Adrenaline,X360,2011,Sports,Ubisoft
Gun,X360,0,Shooter,Activision
Bridge,2600,1980,Misc,Activision
The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft
RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios
Over the Hedge,GBA,2006,Platform,Activision
Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft
Spider-Man: Web of Shadows,PS3,2008,Action,Activision
Command & Conquer,N64,1999,Strategy,Nintendo
Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo
Tales of Eternia,PSP,2005,Role-Playing,Ubisoft
Fantastic 4,XB,2005,Action,Activision
Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision
Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive
NASCAR 2011: The Game,PS3,2011,Racing,Activision
Magical Vacation,GBA,2001,Role-Playing,Nintendo
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo
Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo
Wipeout 2,X360,2011,Misc,Activision
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision
The BIGS,X360,2007,Sports,Take-Two Interactive
Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft
Wipeout 2,DS,2011,Misc,Activision
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision
The Dog Island,PS2,2007,Adventure,Ubisoft
Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive
Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft
Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft
And1 Streetball,PS2,2006,Action,Ubisoft
Don King Boxing,Wii,2009,Sports,Take-Two Interactive
Angry Birds Trilogy,X360,2012,Action,Activision
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive
The Crew,X360,2014,Racing,Ubisoft
Rayman DS,DS,2005,Platform,Ubisoft
Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft
Skylanders: SuperChargers,Wii,2015,Action,Activision
Zoo Tycoon 2: Ultimate Collection,PC,2008,Strategy,Microsoft Game Studios
DS Bungaku Zenshuu,DS,2007,Misc,Nintendo
Ford Racing 3,PS2,2004,Racing,Take-Two Interactive
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft
Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo
Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft
Star Trek: Invasion,PS,2000,Simulation,Activision
Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft
Racquet Sports,Wii,2010,Sports,Ubisoft
The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive
Skylanders: Trap Team,3DS,2014,Action,Activision
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision
Nightmare Creatures,N64,1996,Action,Activision
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision
Tony Hawk: Shred,X360,2010,Sports,Activision
Batman: Vengeance,GC,2001,Adventure,Ubisoft
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft
Monsters vs. Aliens,Wii,2009,Action,Activision
Polarium,DS,2004,Puzzle,Nintendo
Classic NES Series: Bomberman,GBA,2004,Action,Nintendo
Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft
Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft
Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision
Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo
The Backyardigans,DS,2009,Adventure,Take-Two Interactive
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft
MTX Mototrax,PS2,2004,Racing,Activision
Metroid Prime Pinball,DS,2005,Misc,Nintendo
Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft
Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision
Journey,PS3,2012,Adventure,Sony Computer Entertainment Europe
Surfing H3O,PS2,2000,Sports,Take-Two Interactive
Zoo Resort 3D,3DS,2011,Simulation,Ubisoft
World Series of Poker,XB,2005,Misc,Activision
Scrabble,DS,2009,Misc,Ubisoft
Exhibition,XB,2001,Misc,Microsoft Game Studios
Scrabble,PS,1999,Misc,Ubisoft
